post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:woo-feed-brand,tax:fb_product_set,meta:attr_label_translations,meta:description,meta:fb_product_description,meta:fb_product_group_id,meta:fb_product_image,meta:fb_product_item_id,meta:fb_product_price,meta:fb_visibility,meta:rs_page_bg_color,meta:shop_iner_breadcrumbs,meta:shop_inner_footer,meta:shop_inner_navigator,meta:shop_inner_style,meta:shop_single_bg_cl,meta:total_sales,meta:wcml_sync_hash,meta:wd_additional_variation_images_data,meta:wd_page_css_files,meta:woo_feed_material_var,meta:woo_variation_gallery_images,meta:woodmart_fbt_bundles_id,meta:woodmart_history_of_visits,meta:woodmart_price_unit_of_measure,meta:woodmart_sguide_select,meta:woodmart_total_stock_quantity,meta:woodmart_wc_video_gallery,meta:wpaicg_generate_description,meta:wpaicg_generate_meta,meta:wpaicg_generate_short,meta:wpaicg_generate_tags,meta:wpaicg_generate_title,meta:wpaicg_product_description,meta:wpaicg_product_short,meta:wpaicg_product_tags,meta:wpaicg_product_title,meta:attribute_pa_brand,meta:attribute_pa_color,meta:attribute_pa_fabric,meta:attribute_pa_material,meta:attribute_pa_quantity,meta:attribute_pa_sizes,meta:attribute_pa_texture,meta:attribute_pa_thickness,meta:attribute_size,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_model,attribute_data:pa_model,attribute_default:pa_model,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_texture,attribute_data:pa_texture,attribute_default:pa_texture,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:العدد,attribute_data:العدد,attribute_default:العدد
"وزار أوسكار الماسي - مترين",وزار-أوسكار-الماسي-مترين,2733,2736,,"المقاس: مترين",publish,,1,"2023-03-05 02:37:58",6,closed,0630100017200,0630100017200-1,,no,no,null,35,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d9%88%d8%b2%d8%a7%d8%b1-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%a7%d8%b3%d9%8a/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,مترين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"وزار اوسكار بلاتنيوم",وزار-اوسكار-بلاتنيوم,,2737,,"<p style=""color: #bd9a4f; font-size: 13pt; font-family: GE_Hili_Book;"" align=""right"">وزار أوسكار المصنوع بعانية خاصة من القطن الهندي وغير المعالج كيميائيا ولهذا تم نسج الوزار وفق أرقى وأعلى الموصفات لتكون مريحه أثناء الارتداء</p>",publish,,0,"2020-06-02 11:03:12",6,open,0630100018200-1,,,no,no,null,40,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/DSC_0345_Website.jpg ! alt :  ! title : DSC_0345_Website ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/DSC_0342_Website.jpg ! alt :  ! title : DSC_0342_Website ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%88%d8%b2%d8%a7%d8%b1-%d8%a7%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%a8%d9%84%d8%a7%d8%aa%d9%86%d9%8a%d9%88%d9%85/,,,,,,,,,,,,variable,,"جميع المنتجات > ملابس داخلية|جميع المنتجات > ملابس داخلية > وزار",,,,,[],,,,,,,,,default,default,default,style_one,#000000,41,,,"[""widget-tag-cloud"",""widget-wd-layered-nav"",""woo-mod-swatches-base"",""woo-mod-swatches-filter"",""widget-layered-nav-stock-status"",""widget-product-list"",""widget-slider-price-filter"",""widget-woo-other"",""wpcf7"",""revolution-slider"",""woo-stripe"",""elementor-base"",""woo-extra-prod-opt"",""woocommerce-base"",""mod-star-rating"",""woo-el-track-order"",""woocommerce-block-notices"",""woo-mod-quantity"",""woo-opt-free-progress-bar"",""woo-mod-progress-bar"",""woo-single-prod-el-base"",""woo-mod-stock-status"",""woo-mod-shop-attributes"",""header-base"",""mod-tools"",""header-elements-base"",""social-icons"",""header-mobile-nav-dropdown"",""header-cart-side"",""header-cart"",""widget-shopping-cart"",""woo-single-prod-builder"",""woo-el-breadcrumbs-builder"",""woo-single-prod-el-navigation"",""woo-single-prod-el-gallery"",""woo-single-prod-el-gallery-opt-thumb-left-desktop"",""swiper"",""swiper-arrows"",""photoswipe"",""woo-mod-variation-form"",""woo-mod-variation-form-single"",""woo-mod-swatches-style-2"",""woo-mod-swatches-dis-2"",""woo-mod-product-count"",""woo-opt-visits-count"",""section-title"",""text-block"",""list"",""woo-single-prod-el-reviews"",""woo-single-prod-el-reviews-style-1"",""mod-comments"",""woo-single-prod-opt-rating-summary"",""product-loop"",""product-loop-base"",""woo-mod-add-btn-replace"",""mod-more-description"",""woo-opt-products-bg"",""woo-opt-stretch-cont"",""woo-opt-grid-gallery"",""woo-mod-product-labels"",""woo-mod-product-labels-round"",""mfp-popup"",""product-loop-info"",""woo-opt-products-shadow"",""widget-collapse"",""footer-base"",""info-box"",""mod-nav-menu-label"",""scroll-top"",""wd-search-results"",""wd-search-form"",""header-my-account-sidebar"",""woo-mod-login-form"",""bottom-toolbar"",""header-my-account""]",,,,"[1725484343,1725484343,1725484343,1725484343,1725484343,1725484343,1725484343,1725484343,1725484343,1725484343,1725484343]",,,,,,,,,,,,,,,,,,,,,,,أوسكار,0|1|0,,,,,,,,,,,,,,مترين,1|1|1,مترين,,,,,,,,,
"وزار اوسكار بلاتنيوم - مترين",وزار-اوسكار-بلاتنيوم-مترين,2737,2741,,"المقاس: مترين",publish,,1,"2023-03-05 02:37:58",6,closed,0630100018200,0630100018200-1,,no,no,null,40,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d9%88%d8%b2%d8%a7%d8%b1-%d8%a7%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%a8%d9%84%d8%a7%d8%aa%d9%86%d9%8a%d9%88%d9%85/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,مترين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"وزار أوسكار ذهبي",وزار-أوسكار-ذهبي,,2742,,"<p style=""color: #bd9a4f; font-size: 13pt; font-family: GE_Hili_Book;"" align=""right"">وزار أوسكار المصنوع بعانية خاصة من القطن الهندي وغير المعالج كيميائيا ولهذا تم نسج الوزار وفق أرقى وأعلى الموصفات لتكون مريحه أثناء الارتداء</p>",publish,,0,"2020-06-02 10:46:34",6,open,0630100019200-1,,,no,no,null,30,,,,,,,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/DSC_0347_Website.jpg ! alt :  ! title : DSC_0347_Website ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/DSC_0354_Website.jpg ! alt :  ! title : DSC_0354_Website ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%88%d8%b2%d8%a7%d8%b1-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b0%d9%87%d8%a8%d9%8a/,,,,,,,,,,,,variable,,"جميع المنتجات > ملابس داخلية|جميع المنتجات > ملابس داخلية > وزار",,,,,[],,,,,,,,,default,default,default,style_one,#000000,42,,,"[""widget-tag-cloud"",""widget-wd-layered-nav"",""woo-mod-swatches-base"",""woo-mod-swatches-filter"",""widget-layered-nav-stock-status"",""widget-product-list"",""widget-slider-price-filter"",""widget-woo-other"",""wpcf7"",""revolution-slider"",""woo-stripe"",""elementor-base"",""woo-extra-prod-opt"",""woocommerce-base"",""mod-star-rating"",""woo-el-track-order"",""woocommerce-block-notices"",""woo-mod-quantity"",""woo-opt-free-progress-bar"",""woo-mod-progress-bar"",""woo-single-prod-el-base"",""woo-mod-stock-status"",""woo-mod-shop-attributes"",""header-base"",""mod-tools"",""header-elements-base"",""social-icons"",""header-mobile-nav-dropdown"",""header-cart-side"",""header-cart"",""widget-shopping-cart"",""woo-single-prod-builder"",""woo-el-breadcrumbs-builder"",""woo-single-prod-el-navigation"",""woo-single-prod-el-gallery"",""woo-single-prod-el-gallery-opt-thumb-left-desktop"",""swiper"",""swiper-arrows"",""photoswipe"",""woo-mod-variation-form"",""woo-mod-variation-form-single"",""woo-mod-swatches-style-2"",""woo-mod-swatches-dis-2"",""woo-mod-product-count"",""woo-opt-visits-count"",""section-title"",""text-block"",""list"",""woo-single-prod-el-reviews"",""woo-single-prod-el-reviews-style-1"",""mod-comments"",""woo-single-prod-opt-rating-summary"",""product-loop"",""product-loop-base"",""woo-mod-add-btn-replace"",""mod-more-description"",""woo-opt-products-bg"",""woo-opt-stretch-cont"",""woo-opt-grid-gallery"",""woo-mod-product-labels"",""woo-mod-product-labels-round"",""mfp-popup"",""product-loop-info"",""woo-opt-products-shadow"",""widget-collapse"",""footer-base"",""info-box"",""mod-nav-menu-label"",""scroll-top"",""wd-search-results"",""wd-search-form"",""header-my-account-sidebar"",""woo-mod-login-form"",""bottom-toolbar"",""header-my-account""]",,,,"[1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963,1725581963]",,,,,,,,,,,,,,,,,,,,,,,أوسكار,0|1|0,,,,,,,,,,,,,,مترين,1|1|1,مترين,,,,,,,,,
"وزار أوسكار ذهبي - مترين",وزار-أوسكار-ذهبي-مترين,2742,2745,,"المقاس: مترين",publish,,1,"2023-03-05 02:37:57",6,closed,630100019200,0630100019200-1,,no,no,null,30,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d9%88%d8%b2%d8%a7%d8%b1-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b0%d9%87%d8%a8%d9%8a/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,مترين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة العطار قطن سويسري سادة",غترة-العطار-سويسري-سادة-a4,,2746,"غترة عطار خمس نجوم المميزة كلياً من ماركة عطار العريقة الإصدار الجديد كما انه تم صناعة الغترة من افخر واجود أنواع القطن العالمي وقد تم تصميمها ضمن أرقى المعايير والموصفات الأوروبية و أفضل طرق التصنيع العالمية. الغترة بصناعة سويسرية فاخرة نقدمها لك بين يديك

<strong>مميزات الغتره</strong>
قماش الغترة من القطن الخالص الطبيعي
أكتر ما تتميز به غترة العطار تطابق الأطراف","غترة عطار خمس نجوم المميزة كلياً من ماركة عطار العريقة الإصدار الجديد كما انه تم صناعة الغترة من افخر واجود أنواع القطن العالمي وقد تم تصميمها ضمن أرقى المعايير والموصفات الأوروبية و أفضل طرق التصنيع العالمية. الغترة بصناعة سويسرية فاخرة نقدمها لك بين يديك",publish,,0,"2020-06-02 10:41:56",6,open,0210100001050-1,,,no,no,null,95,,,,,,,instock,no,no,,no,taxable,,,1,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2020/06/صورة-أساسية.jpg ! alt :  ! title : غترة عطار سويسري قطن ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2020/06/IMG_1749.jpg ! alt :  ! title : غترة عطار سويسري قطن ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2020/06/IMG_1729.jpg ! alt :  ! title : غترة عطار سويسري قطن ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/IMG_8552.jpg ! alt :  ! title : IMG_8552 ! desc :  ! caption : ",,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-%d8%b3%d8%a7%d8%af%d8%a9-a4/,,,,,,"%%title%% من كلش غاليري .نقدم لك مجموعة مختارة بدقة لترضي ذوقك الخاص. أضف إلى سلة تسوقك الآن.",,1,90,"تسوّق %%title%% من كلش غاليري",,variable,rated-5,"جميع المنتجات > غـــــــترة|جميع المنتجات > غـــــــترة > غترة سويسري","مهرجان رمضان",,,,[],,,,,,,,,default,default,default,style_one,#000000,188,,,"[""widget-tag-cloud"",""widget-wd-layered-nav"",""woo-mod-swatches-base"",""woo-mod-swatches-filter"",""widget-layered-nav-stock-status"",""widget-product-list"",""widget-slider-price-filter"",""widget-woo-other"",""wpcf7"",""revolution-slider"",""woo-stripe"",""elementor-base"",""woo-extra-prod-opt"",""woocommerce-base"",""mod-star-rating"",""woo-el-track-order"",""woocommerce-block-notices"",""woo-mod-quantity"",""woo-opt-free-progress-bar"",""woo-mod-progress-bar"",""woo-single-prod-el-base"",""woo-mod-stock-status"",""woo-mod-shop-attributes"",""header-base"",""mod-tools"",""header-elements-base"",""social-icons"",""header-search"",""header-search-form"",""wd-search-results"",""wd-search-form"",""wd-search-cat"",""info-box"",""header-cart-design-3"",""header-cart-side"",""header-cart"",""widget-shopping-cart"",""header-mobile-nav-dropdown"",""header-categories-nav"",""mod-nav-vertical"",""mod-nav-vertical-design-default"",""woo-mod-login-form"",""header-my-account"",""woo-single-prod-builder"",""woo-el-breadcrumbs-builder"",""woo-single-prod-el-navigation"",""woo-single-prod-el-gallery"",""woo-single-prod-el-gallery-opt-thumb-left-desktop"",""swiper"",""woo-mod-product-labels"",""woo-mod-product-labels-round"",""swiper-arrows"",""photoswipe"",""woo-mod-variation-form"",""woo-mod-variation-form-single"",""woo-mod-swatches-style-2"",""woo-mod-swatches-dis-2"",""woo-mod-product-count"",""woo-opt-visits-count"",""section-title"",""text-block"",""list"",""woo-single-prod-el-reviews"",""woo-single-prod-el-reviews-style-1"",""mod-comments"",""woo-single-prod-opt-rating-summary"",""product-loop"",""product-loop-base"",""woo-mod-add-btn-replace"",""mod-more-description"",""woo-opt-products-bg"",""woo-opt-stretch-cont"",""woo-opt-grid-gallery"",""mfp-popup"",""product-loop-info"",""woo-opt-products-shadow"",""footer-base"",""mod-nav-menu-label"",""scroll-top"",""header-my-account-sidebar"",""bottom-toolbar""]",,,"[""""]","[1725574388,1725574388,1725574388,1725574388,1725574388,1725574388,1725574388,1725574388,1725574388,1725574388]",,none,,"{""31295"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""31297"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""31296"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""},""21941"":{""video_type"":""mp4"",""upload_video_id"":"""",""upload_video_url"":"""",""youtube_url"":"""",""vimeo_url"":"""",""autoplay"":""0"",""video_size"":""contain"",""video_control"":""theme"",""hide_gallery_img"":""0"",""hide_information"":""0"",""audio_status"":""unmute""}}",,,,,,,,,,,,,,,,,,,عطار,0|1|0,,"أبيض ثلجي",2|1|0,,,,,"قطن 100%",4|1|0,,,,,50|52|54|56|58,1|0|1,,"متوسط الليونة",3|1|0,,,,,,,
"غترة العطار قطن سويسري سادة - 50",غترة-العطار-سويسري-سادة-a4-50,2746,2749,,"المقاس: 50",publish,,6,"2023-03-05 02:37:54",6,closed,0210100001050,0210100001050-1,,no,no,null,95,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-%d8%b3%d8%a7%d8%af%d8%a9-a4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة العطار قطن سويسري سادة - 52",غترة-العطار-سويسري-سادة-a4-52,2746,2750,,"المقاس: 52",publish,,7,"2023-03-05 02:37:55",6,closed,0210100001052,0210100001050-1,,no,no,null,95,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-%d8%b3%d8%a7%d8%af%d8%a9-a4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة العطار قطن سويسري سادة - 54",غترة-العطار-سويسري-سادة-a4-54,2746,2751,,"المقاس: 54",publish,,8,"2023-03-05 02:37:55",6,closed,0210100001054,0210100001050-1,,no,no,null,95,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-%d8%b3%d8%a7%d8%af%d8%a9-a4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة العطار قطن سويسري سادة - 56",غترة-العطار-سويسري-سادة-a4-56,2746,2752,,"المقاس: 56",publish,,9,"2023-03-05 02:37:57",6,closed,0210100001056,0210100001050-1,,no,no,null,95,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-%d8%b3%d8%a7%d8%af%d8%a9-a4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة العطار قطن سويسري سادة - 58",غترة-العطار-سويسري-سادة-a4-58,2746,2753,,"المقاس: 58",publish,,10,"2023-03-05 02:37:57",6,closed,0210100001058,0210100001050-1,,no,no,null,95,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b7%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-%d8%b3%d8%a7%d8%af%d8%a9-a4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة أوسكار جاكار سويسري A20",غترة-أوسكار-جاكار-سويسري-a20,,2778,"
","غترة اوسكار المميزة كلياً من ماركة أوسكار العريقة الإصدار الجديد والتي تأتي بنقشة خلابة تزين الغترة كما انه تم صناعة الغترة من افخر واجود أنواع القطن العالمي وقد تم تصميمها ضمن أرقى المعايير والموصفات الأوروبية أفضل طرق التصنيع العالمية غترة بصناعة سويسرية فاخرة نقدمها لك بين يديك</p>
&nbsp;
<div style=""color: #bd9a4f; font-size: 16pt;"" align=""right""><strong>مميزات الغتره</strong></div>
قماش الغترة من القطن الخالص الطبيعي
أكتر ما تتميز به غترة أوسكار تطابق الأطراف
نقشات خاصة ومتفردة في مظهرها</p>",publish,,0,"2020-06-02 10:23:22",6,open,0210200076050-1,,,no,no,null,147,,,,,,,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/IMG_8502.jpg ! alt :  ! title : IMG_8502 ! desc :  ! caption :  | https://kalash.gallery/wp-content/uploads/2023/03/IMG_8505.jpg ! alt :  ! title : IMG_8505 ! desc :  ! caption : ",,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%ac%d8%a7%d9%83%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-a20/,,,,,,,,,,,,variable,exclude-from-catalog|exclude-from-search|outofstock,"جميع المنتجات > غـــــــترة|جميع المنتجات > غـــــــترة > غترة سويسري",,,,,[],,,,,,,,,default,default,default,style_one,#000000,0,,,"[""widget-tag-cloud"",""widget-wd-layered-nav"",""woo-mod-swatches-base"",""woo-mod-swatches-filter"",""widget-layered-nav-stock-status"",""widget-product-list"",""widget-slider-price-filter"",""widget-woo-other"",""wpcf7"",""revolution-slider"",""woo-stripe"",""elementor-base"",""woo-extra-prod-opt"",""woocommerce-base"",""mod-star-rating"",""woo-el-track-order"",""woocommerce-block-notices"",""woo-mod-quantity"",""woo-opt-free-progress-bar"",""woo-mod-progress-bar"",""woo-single-prod-el-base"",""woo-mod-stock-status"",""woo-mod-shop-attributes"",""header-base"",""mod-tools"",""header-elements-base"",""social-icons"",""header-search"",""header-search-form"",""wd-search-results"",""wd-search-form"",""wd-search-cat"",""info-box"",""header-cart-design-3"",""header-cart-side"",""header-cart"",""widget-shopping-cart"",""header-mobile-nav-dropdown"",""header-categories-nav"",""mod-nav-vertical"",""mod-nav-vertical-design-default"",""woo-mod-login-form"",""header-my-account"",""woo-single-prod-builder"",""woo-el-breadcrumbs-builder"",""woo-single-prod-el-navigation"",""woo-single-prod-el-gallery"",""woo-single-prod-el-gallery-opt-thumb-left-desktop"",""swiper"",""woo-mod-product-labels"",""woo-mod-product-labels-round"",""swiper-arrows"",""photoswipe"",""woo-mod-variation-form"",""woo-mod-variation-form-single"",""woo-mod-swatches-style-2"",""woo-mod-swatches-dis-2"",""woo-mod-product-count"",""woo-opt-visits-count"",""section-title"",""text-block"",""list"",""woo-single-prod-el-reviews"",""woo-single-prod-el-reviews-style-1"",""mod-comments"",""woo-single-prod-opt-rating-summary"",""product-loop"",""product-loop-base"",""woo-mod-add-btn-replace"",""mod-more-description"",""woo-opt-products-bg"",""woo-opt-stretch-cont"",""woo-opt-grid-gallery"",""mfp-popup"",""product-loop-info"",""woo-opt-products-shadow"",""footer-base"",""mod-nav-menu-label"",""scroll-top"",""header-my-account-sidebar"",""bottom-toolbar""]",,,,"[1725438644,1725438644,1725438644,1725438644,1725438644,1725438644,1725438644,1725438644,1725438644,1725438644,1725438644,1725438644]",,,,,,,,,,,,,,,,,,,,,,,أوسكار,0|1|0,,,,,,,,,,,,,,50|52|54|56|58,1|1|1,,,,,,,,,,
"غترة أوسكار جاكار سويسري A20 - 50",غترة-أوسكار-جاكار-سويسري-a20-50,2778,2781,,"المقاس: 50",publish,,1,"2023-03-05 02:37:49",6,closed,0210200076050,0210200076050-1,,no,no,null,147,,,,,,parent,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%ac%d8%a7%d9%83%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-a20/,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة أوسكار جاكار سويسري A20 - 52",غترة-أوسكار-جاكار-سويسري-a20-52,2778,2782,,"المقاس: 52",publish,,2,"2023-03-05 02:37:49",6,closed,0210200076052,0210200076050-1,,no,no,null,147,,,,,,parent,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%ac%d8%a7%d9%83%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-a20/,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة أوسكار جاكار سويسري A20 - 54",غترة-أوسكار-جاكار-سويسري-a20-54,2778,2783,,"المقاس: 54",publish,,3,"2023-03-05 02:37:49",6,closed,0210200076054,0210200076050-1,,no,no,null,147,,,,,,parent,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%ac%d8%a7%d9%83%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-a20/,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"غترة أوسكار جاكار سويسري A20 - 56",غترة-أوسكار-جاكار-سويسري-a20-56,2778,2784,,"المقاس: 56",publish,,4,"2023-03-05 02:37:49",6,closed,0210200076056,0210200076050-1,,no,no,null,147,,,,,,parent,outofstock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%ba%d8%aa%d8%b1%d8%a9-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%ac%d8%a7%d9%83%d8%a7%d8%b1-%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d9%8a-a20/,,,,,,,,,,,,,outofstock,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
